"WEC Canvass Reporting System",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Ward by Ward Report",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"2016 General Election",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"PRESIDENT OF THE UNITED STATES",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,"Total Votes Cast","REP","DEM","CON","LIB",,"WGR","IND","IND","IND","IND","IND","IND","IND","IND","IND","IND","IND",
,"CITY OF MILWAUKEE Ward 194",548,51,465,1,20,,8,0,0,0,0,0,0,0,0,0,0,0,3
,"CITY OF MILWAUKEE Ward 195",469,35,419,0,4,,9,1,0,0,0,0,0,0,0,0,0,0,1
,"CITY OF MILWAUKEE Ward 196",820,61,718,1,18,,13,2,1,0,2,0,0,0,0,0,0,0,4
,"CITY OF MILWAUKEE Ward 197",323,24,290,0,4,,3,0,0,0,2,0,0,0,0,0,0,0,0
,"CITY OF MILWAUKEE Ward 198",791,65,704,3,6,,5,0,0,0,0,0,0,0,0,0,0,0,8
,"CITY OF MILWAUKEE Ward 199",579,24,534,0,7,,6,1,0,0,2,0,0,0,0,0,0,0,5
,"CITY OF MILWAUKEE Ward 200",374,26,329,0,8,,6,0,0,0,1,0,0,0,0,0,0,0,4
,"CITY OF MILWAUKEE Ward 201",372,29,330,2,2,,4,0,0,0,0,0,0,1,0,0,0,0,4
,"CITY OF MILWAUKEE Ward 202",736,114,571,1,23,,15,1,0,0,1,0,0,0,0,0,0,0,10
,"CITY OF MILWAUKEE Ward 203",957,213,678,0,35,,18,1,0,0,2,0,0,0,0,0,0,0,10
,"CITY OF MILWAUKEE Ward 204",814,184,558,5,33,,18,0,0,0,3,0,0,0,0,0,0,0,13
,"CITY OF MILWAUKEE Ward 205",754,194,504,2,25,,13,3,0,0,6,0,0,0,0,0,0,0,7
,"CITY OF MILWAUKEE Ward 206",603,159,400,1,28,,5,0,1,0,3,0,0,0,0,0,0,0,6
,"CITY OF MILWAUKEE Ward 207",717,264,377,4,43,,17,0,0,0,3,0,0,0,0,0,0,0,9
,"CITY OF MILWAUKEE Ward 208",787,285,440,2,38,,15,0,0,0,2,0,0,0,0,0,0,0,5
,"CITY OF MILWAUKEE Ward 209",724,287,354,4,48,,13,0,0,0,6,0,0,0,0,0,0,0,12
,"CITY OF MILWAUKEE Ward 210",785,361,337,3,50,,9,0,0,0,4,0,0,0,0,0,0,0,21
,"CITY OF MILWAUKEE Ward 211",689,271,348,3,36,,11,0,1,0,5,0,0,0,0,0,0,0,14
,"CITY OF MILWAUKEE Ward 212",817,330,415,3,47,,9,0,0,0,0,2,0,0,0,0,0,0,11
,"CITY OF MILWAUKEE Ward 213",876,306,502,2,39,,12,0,1,0,0,0,0,0,0,0,0,0,14
,"CITY OF MILWAUKEE Ward 214",405,87,297,1,10,,6,2,0,0,0,0,0,0,0,0,0,0,2
,"CITY OF MILWAUKEE Ward 215",336,48,271,1,7,,3,3,1,0,0,0,0,0,0,0,0,0,2
,"CITY OF MILWAUKEE Ward 216",303,57,232,1,4,,6,0,0,0,0,0,0,0,0,0,0,0,3
,"CITY OF MILWAUKEE Ward 217",627,116,486,2,12,,10,0,0,0,0,0,0,0,0,0,0,0,1
,"CITY OF MILWAUKEE Ward 218",723,127,561,0,14,,14,0,1,0,1,0,0,0,0,0,0,0,5
,"CITY OF MILWAUKEE Ward 219",505,92,399,0,5,,5,0,1,0,0,0,0,0,0,0,0,0,3
,"CITY OF MILWAUKEE Ward 220",549,88,420,4,17,,9,0,3,0,0,0,0,0,0,0,0,0,8
,"CITY OF MILWAUKEE Ward 221",921,154,717,6,23,,10,0,2,0,2,0,0,0,0,0,0,0,7
,"CITY OF MILWAUKEE Ward 222",600,79,502,1,6,,4,0,0,0,1,0,0,0,0,0,0,0,7
,"CITY OF MILWAUKEE Ward 223",641,108,505,3,12,,8,0,1,0,1,0,0,0,0,0,0,0,3
,"CITY OF MILWAUKEE Ward 224",512,80,415,1,6,,7,0,0,0,0,0,0,0,0,0,0,0,3
,"CITY OF MILWAUKEE Ward 225",487,74,403,0,5,,4,0,0,0,0,0,0,0,0,0,0,0,1
,"CITY OF MILWAUKEE Ward 226",270,33,226,1,4,,2,0,0,0,0,0,0,0,0,0,0,0,4
,"CITY OF MILWAUKEE Ward 227",780,79,666,2,13,,11,1,0,0,0,0,0,0,0,0,0,0,8
,"CITY OF MILWAUKEE Ward 228",397,30,358,0,6,,2,1,0,0,0,0,0,0,0,0,0,0,0
,"CITY OF MILWAUKEE Ward 229",372,39,322,2,5,,2,0,0,0,0,0,0,0,0,0,0,0,2
,"CITY OF MILWAUKEE Ward 230",652,64,567,1,8,,5,1,2,0,0,0,0,0,0,0,0,0,4
,"CITY OF MILWAUKEE Ward 231",349,45,295,1,4,,1,0,0,0,0,0,0,0,0,0,0,0,3
,"CITY OF MILWAUKEE Ward 232",230,20,201,0,2,,3,1,1,0,1,0,0,0,0,0,0,0,1
,"CITY OF MILWAUKEE Ward 233",222,21,195,0,4,,1,0,0,0,0,0,0,0,0,0,0,0,1
,"CITY OF MILWAUKEE Ward 234",404,62,318,0,13,,5,0,0,0,2,0,0,0,0,0,0,0,4
,"CITY OF MILWAUKEE Ward 235","1,341",288,942,0,66,,24,1,1,0,3,0,0,0,0,0,0,1,15
,"CITY OF MILWAUKEE Ward 236",462,56,383,1,14,,5,1,0,0,0,0,0,0,0,0,0,1,1
,"CITY OF MILWAUKEE Ward 237",574,48,504,0,2,,9,0,3,0,0,0,0,0,0,0,0,0,8
,"CITY OF MILWAUKEE Ward 238",511,64,430,0,7,,6,1,0,0,0,0,0,0,0,0,0,0,3
,"CITY OF MILWAUKEE Ward 239",434,61,354,0,5,,3,1,0,0,0,0,0,0,0,0,0,0,10
,"CITY OF MILWAUKEE Ward 240",506,53,434,0,7,,9,1,0,0,0,0,0,0,0,0,0,0,2
,"CITY OF MILWAUKEE Ward 241",902,168,646,1,49,,28,0,0,0,2,0,0,0,0,0,0,0,8
,"CITY OF MILWAUKEE Ward 242",821,147,606,8,24,,22,0,0,0,5,0,0,0,0,0,0,0,9
,"CITY OF MILWAUKEE Ward 243","1,029",242,717,2,35,,21,0,0,0,5,0,0,0,0,0,0,0,7
,"CITY OF MILWAUKEE Ward 244",806,162,593,1,22,,18,0,0,0,1,0,0,0,0,0,0,0,9
,"CITY OF MILWAUKEE Ward 245",710,146,515,1,30,,14,0,0,0,1,0,0,0,0,0,0,0,3
,"CITY OF MILWAUKEE Ward 246","1,213",218,914,1,47,,17,1,1,0,0,0,0,0,0,0,0,0,14
,"CITY OF MILWAUKEE Ward 247",609,141,423,2,23,,7,0,0,0,4,1,0,0,0,0,0,0,8
,"CITY OF MILWAUKEE Ward 248","1,230",187,934,3,55,,34,1,1,0,2,1,0,0,0,0,0,0,12
,"CITY OF MILWAUKEE Ward 249",399,74,301,1,15,,8,0,0,0,0,0,0,0,0,0,0,0,0
,"CITY OF MILWAUKEE Ward 250",350,52,270,1,10,,12,0,1,0,0,0,0,0,0,0,0,0,4
,"CITY OF MILWAUKEE Ward 251",214,36,170,2,2,,3,0,0,0,0,0,0,0,0,0,0,0,1
,"CITY OF MILWAUKEE Ward 252",467,90,350,2,11,,11,0,0,0,0,0,0,0,0,0,0,0,3
,"CITY OF MILWAUKEE Ward 253",234,54,174,0,4,,1,0,0,0,0,0,0,0,0,0,0,0,1
,"CITY OF MILWAUKEE Ward 254",202,32,166,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,2
,"CITY OF MILWAUKEE Ward 255",279,46,227,0,2,,1,0,0,0,0,0,0,0,0,0,0,0,3
,"CITY OF MILWAUKEE Ward 256",315,35,267,1,5,,4,0,1,0,0,0,0,0,0,0,0,0,2
,"CITY OF MILWAUKEE Ward 257",679,96,558,4,9,,7,0,1,0,0,0,0,0,0,0,0,0,4
,"CITY OF MILWAUKEE Ward 258",723,152,531,1,22,,7,0,1,0,1,0,0,0,0,0,0,0,8
,"CITY OF MILWAUKEE Ward 259",474,92,349,1,16,,12,0,1,0,1,1,0,0,0,0,0,0,1
,"CITY OF MILWAUKEE Ward 260",367,96,241,4,15,,5,0,1,0,0,0,0,0,0,0,0,0,5
,"CITY OF MILWAUKEE Ward 261",498,187,280,1,13,,8,0,1,0,2,0,0,0,0,0,0,0,6
,"CITY OF MILWAUKEE Ward 262","1,031",398,561,0,34,,16,1,0,0,7,0,0,0,0,0,0,0,14
,"CITY OF MILWAUKEE Ward 263",540,174,334,2,17,,8,0,1,0,1,0,0,0,0,0,0,0,3
,"CITY OF MILWAUKEE Ward 264","1,141",438,634,5,42,,7,0,0,0,2,0,0,0,0,0,0,0,13
,"CITY OF MILWAUKEE Ward 265",600,236,325,0,21,,10,1,0,0,2,0,0,0,0,0,0,0,5
,"CITY OF MILWAUKEE Ward 266",665,337,278,4,30,,8,0,0,0,2,0,0,0,0,0,0,0,6
,"CITY OF MILWAUKEE Ward 267",597,245,318,1,23,,3,1,0,0,4,0,0,0,0,0,0,0,2
,"CITY OF MILWAUKEE Ward 268","1,306",563,658,2,56,,14,1,1,0,0,0,0,0,0,0,0,0,11
,"CITY OF MILWAUKEE Ward 269",829,346,415,6,33,,11,1,2,0,2,1,0,0,0,0,0,0,12
,"CITY OF MILWAUKEE Ward 270",773,360,365,5,26,,8,1,0,0,2,0,0,0,0,0,0,0,6
,"CITY OF MILWAUKEE Ward 271","1,371",599,679,3,53,,15,0,1,0,5,0,0,1,0,0,0,0,15
,"CITY OF MILWAUKEE Ward 272",995,487,456,1,43,,5,0,0,0,1,0,0,0,0,0,0,0,2
,"CITY OF MILWAUKEE Ward 273",579,277,265,0,28,,5,0,0,0,2,0,0,0,0,0,0,0,2
,"CITY OF MILWAUKEE Ward 274",558,275,255,2,19,,2,2,0,0,1,0,0,0,0,0,0,0,2
,"CITY OF MILWAUKEE Ward 275","1,234",510,638,6,41,,16,1,1,0,6,0,0,0,0,0,0,0,15
,"CITY OF MILWAUKEE Ward 276","1,257",591,583,9,41,,11,2,0,0,5,0,0,0,0,0,0,0,15
,"CITY OF MILWAUKEE Ward 277","1,206",521,621,2,43,,3,1,2,0,5,0,0,0,0,0,0,0,8
,"CITY OF MILWAUKEE Ward 278",731,328,356,1,33,,7,0,0,0,2,0,0,0,0,0,0,0,4
,"CITY OF MILWAUKEE Ward 279",991,447,477,2,39,,9,1,2,0,3,0,0,0,0,0,0,0,11
,"CITY OF MILWAUKEE Ward 280","1,552",472,"1,003",5,30,,15,0,1,0,6,0,0,0,0,0,0,0,20
,"CITY OF MILWAUKEE Ward 281",737,239,456,2,19,,14,1,1,0,2,0,0,0,0,0,0,0,3
,"CITY OF MILWAUKEE Ward 282",356,75,265,1,8,,6,0,0,0,0,0,0,0,0,0,0,0,1
,"CITY OF MILWAUKEE Ward 283",679,210,428,4,23,,8,0,0,0,0,0,0,0,0,0,0,0,6
,"CITY OF MILWAUKEE Ward 284",703,158,518,1,13,,7,0,1,0,2,0,0,0,0,0,0,0,3
,"CITY OF MILWAUKEE Ward 285",168,42,117,0,5,,4,0,0,0,0,0,0,0,0,0,0,0,0
,"CITY OF MILWAUKEE Ward 286",471,133,310,2,15,,4,0,0,0,0,0,0,0,0,0,0,0,7
,"CITY OF MILWAUKEE Ward 287",459,141,286,2,21,,5,0,0,0,0,0,0,0,0,0,0,0,4
,"CITY OF MILWAUKEE Ward 288","1,066",361,642,3,37,,12,0,0,0,0,0,0,0,0,0,0,0,11
,"CITY OF MILWAUKEE Ward 289",617,178,406,0,21,,5,0,0,0,0,0,0,0,0,0,0,0,7
,"CITY OF MILWAUKEE Ward 290",514,115,369,0,16,,10,0,0,0,0,0,0,0,0,0,0,0,4
,"CITY OF MILWAUKEE Ward 291",544,130,377,3,17,,7,0,2,0,1,0,0,0,0,0,0,0,7
,"CITY OF MILWAUKEE Ward 292",602,179,375,2,28,,13,0,0,0,0,0,0,0,0,0,0,0,5
,"CITY OF MILWAUKEE Ward 293",748,258,437,2,24,,15,0,0,0,1,0,0,0,0,0,0,0,11
,"CITY OF MILWAUKEE Ward 294",588,205,341,3,21,,9,0,0,0,2,0,0,0,0,0,0,0,7
,"CITY OF MILWAUKEE Ward 295",711,195,444,3,26,,15,1,0,6,6,0,0,0,0,0,0,0,15
,"CITY OF MILWAUKEE Ward 296",911,284,551,1,33,,21,1,1,0,4,0,0,0,0,0,0,0,15
,"CITY OF MILWAUKEE Ward 297",833,187,590,2,24,,16,1,0,0,3,0,0,0,0,0,0,0,10
,"CITY OF MILWAUKEE Ward 298",690,161,475,0,31,,16,3,0,0,0,0,0,0,0,0,0,0,4
,"CITY OF MILWAUKEE Ward 299",846,236,529,5,44,,14,0,1,0,4,0,0,1,0,0,0,0,12
,"CITY OF MILWAUKEE Ward 300","1,162",250,842,1,39,,14,0,0,0,2,0,0,0,0,0,0,0,14
,"CITY OF MILWAUKEE Ward 301","1,062",360,627,2,43,,11,0,0,0,5,0,0,0,0,0,0,0,14
,"CITY OF MILWAUKEE Ward 302",705,306,353,3,31,,5,0,0,0,0,0,0,0,0,0,0,0,7
,"CITY OF MILWAUKEE Ward 303","1,115",425,613,3,44,,17,2,0,0,0,0,0,0,0,0,0,0,11
,"CITY OF MILWAUKEE Ward 304",861,327,475,3,30,,6,2,0,0,3,0,0,0,0,0,0,0,15
,"CITY OF MILWAUKEE Ward 305",856,336,459,1,43,,4,1,0,0,0,0,0,0,0,0,0,0,12
,"CITY OF MILWAUKEE Ward 306",741,210,485,4,23,,8,0,0,0,0,0,0,0,0,0,0,0,11
,"CITY OF MILWAUKEE Ward 307",794,289,462,2,23,,9,0,0,0,1,0,0,0,0,0,0,0,8
,"CITY OF MILWAUKEE Ward 308",674,176,480,0,9,,7,0,0,0,0,0,0,0,0,0,0,0,2
,"CITY OF MILWAUKEE Ward 309","1,075",432,571,8,41,,9,0,1,0,0,0,0,0,0,0,0,0,13
,"CITY OF MILWAUKEE Ward 310",335,100,221,1,4,,7,0,0,0,0,0,0,0,0,0,0,0,2
,"CITY OF MILWAUKEE Ward 311",625,238,352,2,20,,5,1,1,0,1,0,0,0,0,0,0,0,5
,"CITY OF MILWAUKEE Ward 312",852,375,415,2,28,,12,0,0,0,6,0,0,0,0,0,0,0,14
,"CITY OF MILWAUKEE Ward 313","1,740",747,903,5,46,,14,0,1,0,2,0,0,0,0,0,0,0,22
,"CITY OF MILWAUKEE Ward 314",665,323,308,2,11,,3,1,0,0,6,0,0,0,0,0,0,0,11
,"CITY OF MILWAUKEE Ward 315","1,172",519,593,4,34,,13,0,2,0,1,0,0,0,0,0,0,0,6
,"CITY OF MILWAUKEE Ward 316",704,342,321,2,22,,10,0,2,0,0,0,0,0,0,0,0,0,5
,"CITY OF MILWAUKEE Ward 317",821,315,457,2,29,,8,0,0,0,2,0,0,0,0,0,0,0,8
,"CITY OF MILWAUKEE Ward 320",42,6,35,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"CITY OF MILWAUKEE Ward 321",221,18,199,0,1,,2,0,0,0,0,0,0,0,0,0,0,0,1
,"CITY OF MILWAUKEE Ward 322",139,19,115,0,2,,1,0,0,0,0,0,0,0,0,0,0,0,2
,"CITY OF MILWAUKEE Ward 323",241,42,193,1,0,,2,0,1,0,0,0,0,0,0,0,0,0,2
,"CITY OF MILWAUKEE Ward 324",98,16,79,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"CITY OF MILWAUKEE Ward 325",361,67,272,1,6,,10,1,0,0,0,0,0,0,0,0,0,0,4
,"CITY OF MILWAUKEE Ward 326",5,5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"CITY OF MILWAUKEE Ward 327",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"CITY OF OAK CREEK Wards 1-3","2,934","1,515","1,241",11,93,,21,1,0,0,18,0,0,0,0,0,0,0,34
,"CITY OF OAK CREEK Wards 4-6","2,831","1,270","1,355",11,112,,16,2,0,0,25,0,0,0,0,0,0,0,40
,"CITY OF OAK CREEK Wards 7-9","2,960","1,507","1,278",9,102,,19,0,2,0,12,0,0,1,0,1,0,0,29
,"CITY OF OAK CREEK Wards 10-12","3,250","1,722","1,301",17,119,,23,3,0,0,24,1,0,0,0,0,0,0,40
,"CITY OF OAK CREEK Wards 13-15","3,242","1,813","1,227",8,125,,22,0,0,0,15,0,0,0,0,0,0,0,32
,"CITY OF OAK CREEK Wards 16-19","2,616","1,212","1,237",7,112,,16,1,0,0,6,0,0,0,0,0,0,0,25
,"CITY OF ST. FRANCIS Ward 1-4","1,568",639,803,4,69,,32,1,0,0,5,0,0,0,0,0,0,0,15
,"CITY OF ST. FRANCIS Ward 5-8","1,668",693,849,10,64,,14,2,1,0,8,0,0,0,0,1,0,0,26
,"CITY OF ST. FRANCIS Ward 9-12","1,836",670,"1,024",3,83,,22,0,2,0,7,1,0,0,0,0,0,0,24
,"CITY OF SOUTH MILWAUKEE Ward 1-4","2,547","1,124","1,240",12,91,,37,2,1,0,16,0,0,0,0,0,0,0,24
,"CITY OF SOUTH MILWAUKEE Ward 5-8","2,286","1,041","1,067",10,114,,23,2,0,0,9,0,0,0,0,0,0,0,20
,"CITY OF SOUTH MILWAUKEE Ward 9-12","2,891","1,409","1,299",11,115,,25,3,1,0,11,0,0,0,0,0,0,0,17
,"CITY OF SOUTH MILWAUKEE Ward 13-16","2,561","1,183","1,212",4,95,,32,1,0,0,11,0,0,0,0,0,0,0,23
,"CITY OF WAUWATOSA Ward 1","1,210",343,788,0,54,,4,0,0,0,9,0,0,0,0,0,0,0,12
,"CITY OF WAUWATOSA Ward 2","1,196",323,792,3,40,,14,0,0,0,10,0,0,0,0,0,0,0,14
,"CITY OF WAUWATOSA Ward 3","1,309",391,780,5,86,,10,2,0,0,13,0,0,0,0,0,0,0,22
,"CITY OF WAUWATOSA Ward 4","1,742",602,987,5,81,,21,0,2,0,16,0,0,0,0,0,0,0,28
,"CITY OF WAUWATOSA Ward 5",959,317,572,3,39,,6,0,1,0,7,0,0,0,0,0,0,0,14
,"CITY OF WAUWATOSA Ward 6",860,261,517,7,46,,14,0,3,0,2,0,0,0,0,0,0,0,10
,"CITY OF WAUWATOSA Ward 7","1,422",505,801,6,56,,10,1,0,0,12,0,0,0,0,0,0,0,31
,"CITY OF WAUWATOSA Ward 8",675,298,337,6,22,,3,0,0,0,1,0,0,0,0,0,0,0,8
,"CITY OF WAUWATOSA Ward 9","1,389",639,649,5,61,,16,1,2,0,5,0,0,0,0,0,0,0,11
,"CITY OF WAUWATOSA Ward 10","1,171",344,718,4,49,,17,0,0,0,20,0,0,0,0,0,0,0,19
,"CITY OF WAUWATOSA Ward 11","1,247",359,802,0,54,,12,1,1,0,7,1,0,0,0,0,0,0,10
,"CITY OF WAUWATOSA Ward 12","1,413",543,748,1,70,,11,0,0,0,24,0,0,0,0,0,0,0,16
,"CITY OF WAUWATOSA Ward 13",695,209,422,2,35,,9,0,1,0,5,2,0,0,0,0,0,0,10
,"CITY OF WAUWATOSA Ward 14","1,281",354,806,2,65,,23,1,0,0,7,0,0,0,0,0,0,0,23
,"CITY OF WAUWATOSA Ward 15","1,378",318,921,3,74,,23,3,1,0,18,0,0,0,0,0,0,0,17
,"CITY OF WAUWATOSA Ward 16","1,442",479,824,4,81,,7,0,2,0,22,0,0,0,0,0,0,0,23
,"CITY OF WAUWATOSA Ward 17","1,214",501,614,4,54,,6,1,0,0,18,0,0,1,0,0,0,0,15
,"CITY OF WAUWATOSA Ward 18","1,077",390,612,4,48,,10,0,0,0,12,0,0,0,0,0,0,0,1
,"CITY OF WAUWATOSA Ward 19","1,114",426,608,6,48,,4,1,2,0,7,0,0,0,0,0,0,0,12
,"CITY OF WAUWATOSA Ward 20","1,480",635,740,4,53,,14,3,0,0,16,0,0,0,0,0,0,0,15
,"CITY OF WAUWATOSA Ward 21","1,078",468,519,3,44,,11,0,2,0,11,3,0,0,0,0,0,0,17
,"CITY OF WAUWATOSA Ward 22","1,166",427,644,2,59,,12,0,1,0,10,0,0,0,0,0,0,0,11
,"CITY OF WAUWATOSA Ward 23","1,143",522,526,5,63,,12,1,0,0,3,1,0,0,0,0,0,0,10
,"CITY OF WAUWATOSA Ward 24","1,050",383,587,4,50,,7,1,2,0,5,0,0,0,0,0,0,0,11
,"CITY OF WEST ALLIS Ward 1",876,333,461,3,45,,17,1,1,0,3,0,0,1,0,0,0,0,11
,"CITY OF WEST ALLIS Ward 2","1,157",381,666,5,63,,19,2,0,0,6,0,0,0,0,0,0,0,15
,"CITY OF WEST ALLIS Ward 3",802,284,464,1,28,,15,1,0,0,1,0,0,0,0,0,0,0,8
,"CITY OF WEST ALLIS Ward 4","1,259",509,629,5,54,,14,3,2,0,11,0,0,0,0,0,0,0,32
,"CITY OF WEST ALLIS Ward 5","1,001",384,547,6,35,,17,0,0,0,2,0,0,0,0,0,0,0,10
,"CITY OF WEST ALLIS Ward 6",930,407,445,2,35,,12,1,1,0,7,0,0,0,0,0,0,0,20
,"CITY OF WEST ALLIS Ward 7","1,129",462,581,4,57,,12,0,0,0,0,0,0,0,0,0,0,0,13
,"CITY OF WEST ALLIS Ward 8",968,374,513,7,48,,16,2,2,0,0,0,0,0,0,0,0,0,6
,"CITY OF WEST ALLIS Ward 9","1,295",539,645,3,61,,18,3,1,0,5,1,0,0,0,0,0,0,19
,"CITY OF WEST ALLIS Ward 10","1,113",467,534,0,62,,20,2,1,0,5,0,0,0,0,0,0,0,22
,"CITY OF WEST ALLIS Ward 11","1,347",645,599,4,61,,17,0,2,0,2,0,0,0,0,0,0,0,17
,"CITY OF WEST ALLIS Ward 12","1,210",643,476,10,51,,15,1,0,0,0,0,0,0,0,0,0,0,14
,"CITY OF WEST ALLIS Ward 13","1,649",805,709,5,84,,12,0,0,0,5,0,0,0,0,0,0,0,29
,"CITY OF WEST ALLIS Ward 14",960,409,458,2,47,,14,1,0,0,11,0,0,0,0,0,0,0,18
,"CITY OF WEST ALLIS Ward 15",953,434,421,5,60,,10,1,0,0,9,0,0,0,0,0,0,0,13
,"CITY OF WEST ALLIS Ward 16",953,475,403,6,42,,12,0,0,0,4,0,0,0,0,0,0,0,11
,"CITY OF WEST ALLIS Ward 17","1,339",629,604,5,58,,20,2,0,0,4,0,0,0,0,0,0,0,17
,"CITY OF WEST ALLIS Ward 18","1,545",745,678,7,67,,23,0,1,0,4,1,0,0,0,0,0,0,19
,"CITY OF WEST ALLIS Ward 19","1,464",717,659,6,48,,12,1,2,0,6,0,0,0,0,0,0,0,13
,"CITY OF WEST ALLIS Ward 20",975,438,474,3,30,,14,0,1,0,8,0,0,0,0,0,0,0,7
,"CITY OF WEST ALLIS Ward 21","1,240",547,593,4,51,,21,1,1,0,8,0,0,0,0,0,0,0,14
,"CITY OF WEST ALLIS Ward 22",980,414,490,4,43,,13,1,0,0,3,0,0,0,0,0,0,0,12
,"CITY OF WEST ALLIS Ward 23","1,449",775,581,9,53,,13,1,0,0,6,0,0,0,0,0,0,0,11
,"CITY OF WEST ALLIS Ward 24",883,333,495,3,34,,11,0,1,0,2,1,0,0,0,0,0,0,3
,"CITY OF WEST ALLIS Ward 25","1,287",659,543,4,55,,7,0,0,0,5,0,0,0,0,0,0,0,14
,"County Totals:","441,053","126,069","288,822","1,262","13,590",,"4,528",313,199,8,"1,576",53,0,9,1,3,1,12,"4,607"
"MONROE ","TOWN OF ADRIAN Ward 1",415,280,118,1,12,,2,0,0,0,0,0,0,0,0,0,0,0,2
,"TOWN OF ANGELO Wards 1-3",617,388,202,3,14,,5,0,0,0,0,0,0,0,0,0,0,0,5
,"TOWN OF BYRON Ward 1",600,373,184,4,22,,4,0,0,0,0,0,0,0,0,0,0,0,13
,"TOWN OF CLIFTON Ward 1",222,136,79,2,3,,1,1,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF GLENDALE Ward 1",303,197,89,0,8,,8,0,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF GRANT Ward 1",243,181,49,1,7,,3,0,0,0,0,0,0,0,0,0,0,0,2
,"TOWN OF GREENFIELD Wards 1-2",389,251,122,3,8,,2,0,0,0,0,0,0,0,0,0,0,0,3
,"TOWN OF JEFFERSON Ward 1",284,171,105,1,5,,1,0,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF LAFAYETTE Wards 1-2",180,113,51,2,10,,2,0,0,0,1,0,0,0,0,0,0,0,1
,"TOWN OF LA GRANGE Wards 1A-3A",969,571,317,12,35,,13,2,1,0,5,0,0,1,0,0,0,0,12
,"TOWN OF LA GRANGE Wards 1B-3B",75,56,19,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF LEON Wards 1-2",592,384,176,5,16,,7,0,0,0,1,0,0,0,0,0,0,0,3
,"TOWN OF LINCOLN Ward 1",437,319,94,5,14,,1,0,0,0,3,0,0,0,0,0,0,0,1
,"TOWN OF LITTLE FALLS Wards 1-2",700,436,214,4,31,,9,0,0,0,2,0,0,0,0,0,0,0,4
,"TOWN OF NEW LYME Ward 1",98,65,28,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,1
,"TOWN OF OAKDALE Ward 1",378,259,101,1,9,,3,0,1,0,0,0,0,0,0,0,0,0,4
,"TOWN OF PORTLAND Ward 1",396,226,157,0,11,,1,1,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF RIDGEVILLE Ward 1",251,137,99,5,7,,0,0,0,0,1,0,0,0,0,0,0,0,2
,"TOWN OF SCOTT Ward 1",46,37,5,0,3,,1,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF SHELDON Ward 1",217,156,55,1,2,,3,0,0,0,0,0,0,0,0,0,0,0,0
,"TOWN OF SPARTA Wards 1-6","1,566",904,567,9,52,,16,0,2,0,5,0,0,0,0,0,0,0,11
,"TOWN OF TOMAH Wards 1-2",736,468,230,9,22,,5,0,0,0,1,0,0,0,0,0,0,0,1
,"TOWN OF WELLINGTON Wards 1-2",254,125,108,0,12,,4,0,0,0,2,0,0,0,0,0,0,0,3
,"TOWN OF WELLS Ward 1",276,171,90,1,10,,2,0,0,0,1,0,0,0,0,0,0,0,1
,"TOWN OF WILTON Wards 1-5",242,156,64,0,16,,3,0,0,0,0,0,0,0,0,0,0,0,3
,"VILLAGE OF CASHTON Wards 1-3",450,236,185,2,20,,2,0,0,0,0,0,0,0,0,0,0,0,5
,"VILLAGE OF KENDALL Ward 1",202,110,79,1,5,,6,0,0,0,0,0,0,0,0,0,0,0,1
,"VILLAGE OF MELVINA Ward 1",38,22,16,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF NORWALK Ward 1",208,108,92,3,5,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF OAKDALE Ward 1",116,69,37,0,6,,2,0,0,0,2,0,0,0,0,0,0,0,0
,"VILLAGE OF ONTARIO Ward 2",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF ROCKLAND Ward 2",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,"VILLAGE OF WARRENS Ward 1",215,146,59,2,5,,0,0,0,0,0,0,0,0,0,0,0,0,3
,"VILLAGE OF WILTON Ward 1",228,106,102,2,12,,5,0,0,0,0,0,0,0,0,0,0,0,1
,"VILLAGE OF WYEVILLE Ward 1",60,36,19,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,1
,"CITY OF SPARTA Wards 1-6","1,344",687,568,3,48,,22,1,0,0,4,0,0,0,0,0,0,0,11
